id,buyer_name,review_rating,review_title,author_linkurl,review_text
192,Kevin,5,I'm using it right now and it's great. I like that it turns off to save ...,https://www.amazon.com/gp/profile/amzn1.account.AGXN43VPIK5HABTOSBD4OYN4S6RA/ref=cm_cr_arp_d_pdp?ie=UTF8,I'm using it right now and it's great. I like that it turns off to save battery and just a single click of mouse will wake it back up.
193,Amazon Customer,3,Great head phones for the price,https://www.amazon.com/gp/profile/amzn1.account.AFIGDCMVKEODNZHN6HQWO3JY6I6A/ref=cm_cr_arp_d_pdp?ie=UTF8,Great head phones for the price..Not the best sound doesnt have that surround sound feel does go from left to right depending on song...and the volume doesnt go as high as other head phone which im ok with but some will not like that....also people can hear what your listening to not sound proof i guess.
194,Sam J,1,was good started going bad,https://www.amazon.com/gp/profile/amzn1.account.AH5YJHYP3FYAZB2JHR6CTS6G56JA/ref=cm_cr_arp_d_pdp?ie=UTF8,"Headphones worked for a couple of months now they keep disconnecting from devices
Edit: they sent me a new one is having issues"
195,Tim Perkins,5,Great wireless headphones. Easy to use features. Great Customer Support.,https://www.amazon.com/gp/profile/amzn1.account.AEP3WNTVJ6I74MFH5SE7H6REFG6A/ref=cm_cr_arp_d_pdp?ie=UTF8,"I love these headphones.  I kept waiting because I really wanted the Dr. Dre White Wireless ones but they cost $300 + and just could not justify that. So happy I waited now.  These work well and I like their colors. I may buy a second pair so I don't have to search for them when doing yard work.
Also, they sent me a follow up email to make sure I was happy with my purchase. Made it easy to contact them if I needed anything. I appreciate this."
196,Kris,5,Five Stars,https://www.amazon.com/gp/profile/amzn1.account.AGLWTSSIJ5SYXHCH6KCLY6WOONEQ/ref=cm_cr_arp_d_pdp?ie=UTF8,Love the headphones
197,scottalmond,5,Great value. I got them for the gym and ...,https://www.amazon.com/gp/profile/amzn1.account.AE5XCHXSCXR5XMAJQQGHMZCSFNLQ/ref=cm_cr_arp_d_pdp?ie=UTF8,Great value.I got them for the gym and they work good for me.bluetooth range is the best of anything I own.looks more expensive than expected. we will see how they hold up over time
198,Amin Matar,5,Five Stars,https://www.amazon.com/gp/profile/amzn1.account.AGI4B5ZRUUQDJPKPIG7JNQ4PUEMQ/ref=cm_cr_arp_d_pdp?ie=UTF8,It is very comfortable and the quality of sound is really good. It definitely worth its price
199,Robert O.,5,"nice headphones, sound quality is good and are pretty ...",https://www.amazon.com/gp/profile/amzn1.account.AEVD344XWQDSEKID6UVKQ5UQ7ZUQ/ref=cm_cr_arp_d_pdp?ie=UTF8,"nice headphones, sound quality is good and are pretty comfortable, the fit and finish are better than I expected at this price point."
200,Amazon Customer,5,Five Stars,https://www.amazon.com/gp/profile/amzn1.account.AGHU456IBL4GPTKANCCZLWEOJJKA/ref=cm_cr_arp_d_pdp?ie=UTF8,Ok
201,Gavin,4,Great for the price with a few minor cons,https://www.amazon.com/gp/profile/amzn1.account.AEACMWCWHWGDBD5GWPK26POFH2XQ/ref=cm_cr_arp_d_pdp?ie=UTF8,"Pros:
- Sturdy and well-built.
- Easy pairing.
- Rich and well-balanced sound for the most part.
- Great battery life.
- All around a very good headset for the price!
Cons:
- Poor bass quality in bass-heavy music such as hip hop; otherwise sound is great.
- Annoying ¡®beep¡¯ sound that plays whenever you adjust the volume or play a song.
- My ears start aching after wearing the headphones for 30-45 minutes.
All things considered I can tolerate these drawbacks; this is a very great purchase and well worth the price!"
202,Charles I,5,Five Stars,https://www.amazon.com/gp/profile/amzn1.account.AFBNTJ7TEP7MCDQF7ZYMROMXUIAA/ref=cm_cr_arp_d_pdp?ie=UTF8,Good a++=
203,Amazon Customer,5,Five Stars,https://www.amazon.com/gp/profile/amzn1.account.AGQIMDJDPLQPVGPZZJZAQHPRK3OA/ref=cm_cr_arp_d_pdp?ie=UTF8,"Retro style with great sound quality, I am very pleased with this purchase"
204,Brent,5,Great bands,https://www.amazon.com/gp/profile/amzn1.account.AF22NUWT5JDK5BOVV6SEPFQGR4XA/ref=cm_cr_arp_d_pdp?ie=UTF8,very well made and comes with all the attachments you need to get a workout anywhere. I travel with the bands and am able to use them in the hotel.  The door attachment works great.
205,Cay,5,Five Stars,https://www.amazon.com/gp/profile/amzn1.account.AG7JZAI2NMZ5LL5BA25RKHUBRQFQ/ref=cm_cr_arp_d_pdp?ie=UTF8,Works great! I love all of the adjustable parts
206,Bimal,5,Five Stars,https://www.amazon.com/gp/profile/amzn1.account.AETYYYV45XY3EOPCVNTFYUKLYMCA/ref=cm_cr_arp_d_pdp?ie=UTF8,Awsome product . Thank you
207,happy customer!,1,Don't buy this!!!!,https://www.amazon.com/gp/profile/amzn1.account.AFDNUPSG22QIIKAFGJXLGQOJ3ZDQ/ref=cm_cr_arp_d_pdp?ie=UTF8,"This phone mount could NOT hold my iphone 6s Plus, the rectangular part did not even connect to the mount. Do not buy!!"
208,Randy W. Fowler,5,Works great,https://www.amazon.com/gp/profile/amzn1.account.AFG4DJNE5YHPDS6ZLMTPGTXMN7EQ/ref=cm_cr_arp_d_pdp?ie=UTF8,"Perfect, great solid product."
209,Tracy Carlson,5,Five Stars,https://www.amazon.com/gp/profile/amzn1.account.AGNS46O66OCC6Z4WSABOAGOHTQVQ/ref=cm_cr_arp_d_pdp?ie=UTF8,I like it
210,Amazon Customer,5,Works as advertised. Very durable!,https://www.amazon.com/gp/profile/amzn1.account.AFNQLZDWJHLKCOVNB4FH6UYFEKMA/ref=cm_cr_arp_d_pdp?ie=UTF8,"Been using this mount for a while now, in comparison to the few other mounts I've gone through, this one holds up the best with regards to stability and durability. The CD slot in my car is a little low in comparison to other cars, but it was very easy to get used to the positioning of it. So far, the holder for the phone itself has remained in tact and is very easy to adjust without causing it to become loose, which is a problem I've had with others.
I use it with the Note 4 and it fits well and has room to spare in case I upgrade to an even larger phone!"
211,Pinecricker_Bob,4,Four Stars,https://www.amazon.com/gp/profile/amzn1.account.AGHDESMNT7OJSVRRXYV2V7ANYHFQ/ref=cm_cr_arp_d_pdp?ie=UTF8,Works well as designed.  We use it only for GPS navigation.
212,Adam B.,4,Holds tight. Only problem I have is the triangular ...,https://www.amazon.com/gp/profile/amzn1.account.AFHVRHHAL52CKR36CDUV6QLEUYUA/ref=cm_cr_arp_d_pdp?ie=UTF8,Holds tight. Only problem I have is the triangular headed screw makes contact with the dash on my 02 Silverado 1500. I replaced the bolt with one from the garage that tightens with a flathead screw driver.
213,karina,5,Five Stars,https://www.amazon.com/gp/profile/amzn1.account.AE6X6V226A647FBFPCC6G3SMHBIA/ref=cm_cr_arp_d_pdp?ie=UTF8,works good with my I phone 7 plus
214,J. Chisholm,5,"Great, Affordable Ear Buds",https://www.amazon.com/gp/profile/amzn1.account.AGUAQJIU446JESSZWVHZ7Z5LMFUA/ref=cm_cr_arp_d_pdp?ie=UTF8,"Easy to set up, sound great, fit well, good battery life. I am very happy with my purchase."
215,Danielle O'Meara,1,One Star,https://www.amazon.com/gp/profile/amzn1.account.AFBAMYWWQ3FUBEKCVVVQTUD4HY4Q/ref=cm_cr_arp_d_pdp?ie=UTF8,Did not work at all
225,Kellie Foster,5,Five Stars,https://www.amazon.com/gp/profile/amzn1.account.AG6FZL3RPEWJZ4ZPHJ2MLBVWIVJA/ref=cm_cr_arp_d_pdp?ie=UTF8,"These are great, comparable to the expensive res, sleek and work well."
226,LGR,5,Five Stars,https://www.amazon.com/gp/profile/amzn1.account.AFYMICN433WLYW4SRWENE2HXHHPA/ref=cm_cr_arp_d_pdp?ie=UTF8,Purchased for my granddaughter who loved them.  comfortable to wear & worked great for monster truck show.
227,Rodanda,5,We love it.,https://www.amazon.com/gp/profile/amzn1.account.AH3ROWIWVMFTWTSNU57LNX2H4LRA/ref=cm_cr_arp_d_pdp?ie=UTF8,I had a party and needed to use our patio because of the crowd. Several people asked where I got this Homitt Magnetic Screen Door and two people have order theirs since seeing ours this weekend. We love it.
228,German Gary,5,Works great. Use it with fragrance oils,https://www.amazon.com/gp/profile/amzn1.account.AEW4YX2G5T26ESUZECMMB574S5HQ/ref=cm_cr_arp_d_pdp?ie=UTF8,Works great. Use it with fragrance oils. Wife loves it. Put's it on in the living room when we come home from work. The fragrance travels throughout the first floor. Last's well over 6 hours if you leave it on continuous mode. It's relatively quite. Unless you add too much water past the line. It'll then gargle a bit as it has to work a little harder to diffuse it. Looks nice with good craftsmanship. The different lights and the transitional effect gives it a nice touch. Will purchase a few for friends and family as gifts.
229,Jean,2,These headphones performed surprisingly bad compared to it older version,https://www.amazon.com/gp/profile/amzn1.account.AHX63LKBP33AUX64G2COY7Q6ECHA/ref=cm_cr_arp_d_pdp?ie=UTF8,"These headphones performed surprisingly bad compared to its older version.Mic was unusable. I will not recommend it.
It had stunning build quality and design though.
Microphone Performance:
Mpow Pro > Sony MDRXB650BT/B > Mpow M5 > Avantree Audtion > Mpow Thor > JLab Neon
(Last three had unusable mic design with lot of audio artifacts. Sony did surprisingly good without boom mic)
Music Performance:
Sony MDRXB650BT/B > Avantree Audition > JLab Neon > Mpow Thor
(Didn't compare ones with only one ear piece)"
231,Georgina,5,It is a good size cooler bag,https://www.amazon.com/gp/profile/amzn1.account.AER2DOIIFX2CVY5ACGXDELEFG2SQ/ref=cm_cr_arp_d_pdp?ie=UTF8,"It is a good size cooler bag. We use it as a part of our road trip luggage. well designed with high quality material. It's tall enough to hold 20 cans (without ice).why I selected this soft cooler bag ? because size is enough for my family and cooler bag with the padded shoulder straps for light loads and  the side handles for heavier ones, it is convenient for carry during travel, it is worth to buy and price is acceptable. It is a quality cooler bag which I can highly recommend."
232,Satisfied ButtKicker User,5,Recommendation re Otterbox contradicts review,https://www.amazon.com/gp/profile/amzn1.account.AEYMMLQ2HDDDWFHSGROK64CSZHZA/ref=cm_cr_arp_d_pdp?ie=UTF8,"I purchased this item based on one of your customers reviews which stated that it worked with the Otterbox case. Now you are telling me, after I purchased it that the Otterbox case should be removed. If I have to remove the case before charging it every day, then the unit is more trouble than it is worth.
Update: StarTOP responded to my problem by sending me an upgraded Seneo charger. I have my Galaxy S8+ in an Otterbox Defender case, and the upgraded Seneo works beautifully with my phone in the Otterbox case if I place it on the charger in a horizontal position. I must commend StarTOP for their customer service followup in helping me solve my problem."
233,Dan Robinson,5,Just absolutely a good a read,https://www.amazon.com/gp/profile/amzn1.account.AFXMGZGTE4LAZ75XRALXL2NALQUA/ref=cm_cr_arp_d_pdp?ie=UTF8,"Just absolutely a good a read. Lt. Commander Rorke Denver is brilliant in his perspective and insight he provides throughout his book. His philosophy, wisdom, and how he handles life and what it throws at him is moving and has forever altered my mentality. I love all things Navy SEAL related and enjoyed his experiences but what really moved me is his attitude, love for country and his girls. Highly recommend this book to all."
235,Paula graves,5,Best Phone Charger!,https://www.amazon.com/gp/profile/amzn1.account.AFQUTMCMUYGGUAU4IAY7LHKAAVWQ/ref=cm_cr_arp_d_pdp?ie=UTF8,Love this charger!
236,David Justice,5,iPhone 8 Plus,https://www.amazon.com/gp/profile/amzn1.account.AHR23Z42IVSVH2XRYAHVSLQEA2NQ/ref=cm_cr_arp_d_pdp?ie=UTF8,Works great with my new iPhone 8 Plus.  Even with a case on it starts charging the second I put it on the charger.
237,Joseph J. Calamita,5,Great charging case for wireless earbuds!,https://www.amazon.com/gp/profile/amzn1.account.AGTAQ5WVEHLAHX5QINEV43OSKB4Q/ref=cm_cr_arp_d_pdp?ie=UTF8,"This is a great item for the price.  The case is a little big, but I'm guessing it has to be to make sure it fits all headphones.  I would strongly recommend this and it is exactly what I am looking for."
238,Brandon H. Chambers,1,terrible,https://www.amazon.com/gp/profile/amzn1.account.AFWGLSQTSPVQWTFNXGREFY6UCLUQ/ref=cm_cr_arp_d_pdp?ie=UTF8,"very difficult time pairing to my note 8. sound quality is terrible. stay away, it's $20 for a reason."
239,david,5,buy 3,https://www.amazon.com/gp/profile/amzn1.account.AFB4OSRRS4HU2G2HAR53TFUMO67A/ref=cm_cr_arp_d_pdp?ie=UTF8,Bought 2 for work and another one for home
240,Myles bernbaum,5,Best. Wireless. Charger. Ever.,https://www.amazon.com/gp/profile/amzn1.account.AHQEAXICZ2FYOPHGEWHBTA4VNHTA/ref=cm_cr_arp_d_pdp?ie=UTF8,Best wireless charger I¡¯ve ever bought and I have 3 others and those are all garbage and now I¡¯m gonna buy 2 of these when I get paid
241,Amazon Customer,5,Buy one now,https://www.amazon.com/gp/profile/amzn1.account.AEKD5CHB25FQQJUTJK5QYRVSLCXA/ref=cm_cr_arp_d_pdp?ie=UTF8,Love it.  Works great.
242,Amazon Customer,5,Buy one now,https://www.amazon.com/gp/profile/amzn1.account.AEKD5CHB25FQQJUTJK5QYRVSLCXA/ref=cm_cr_arp_d_pdp?ie=UTF8,Love it.  Works great.
243,R. K. Fountain,5,Love the mouse,https://www.amazon.com/gp/profile/amzn1.account.AESOUSTIXCY6PEV3GACRCLAEN44Q/ref=cm_cr_arp_d_pdp?ie=UTF8,Love the mouse!  It's quiet and goes to sleep when it's idle for a bit.  Easy to get it going again just left click and you're good to go!
244,Alex Quezada,5,Five Stars,https://www.amazon.com/gp/profile/amzn1.account.AEJ4UBEBLHUDQMSV2UQ2ZE7DJ7ZA/ref=cm_cr_arp_d_pdp?ie=UTF8,very good!
245,Robert Deramus,5,Good mouse,https://www.amazon.com/gp/profile/amzn1.account.AHUYTXLBMSMHZCNZHMI7QWFQB5QQ/ref=cm_cr_arp_d_pdp?ie=UTF8,Works great. No loud clicking.
246,Michelle H.,5,Easy to use & works with my tablet,https://www.amazon.com/gp/profile/amzn1.account.AHHBYC35FQXVD7GRCVLNOH4M5NAQ/ref=cm_cr_arp_d_pdp?ie=UTF8,Easy to setup and get started. Works very well with my Fire 8 HD tablet. Literally just turn it on and start scrolling!
247,Stephen M Dzembo,5,Five Stars,https://www.amazon.com/gp/profile/amzn1.account.AH2PPYMBNVAZ5HGYNEAE7WX66BMQ/ref=cm_cr_arp_d_pdp?ie=UTF8,Works well on my not too smooth dashboard
248,Amazon Customer,5,These cases were purchased to use at the beach. ...,https://www.amazon.com/gp/profile/amzn1.account.AHWFDWXBZICDNKHCL3AUV2UR7DIQ/ref=cm_cr_arp_d_pdp?ie=UTF8,These cases were purchased to use at the beach. Kept my phone dry and was able to take pictures in the ocean. Not only did it keep out the water not the sand brushed right off.
249,Sarge,2,Five Stars,https://www.amazon.com/gp/profile/amzn1.account.AFPZYI4EQNIKMUT4XCZOVYWUMSFA/ref=cm_cr_arp_d_pdp?ie=UTF8,This product stopped working within a week of having it. I was refunded my money but I¡¯d rather have a working mouse.
250,Sarge,2,Five Stars,https://www.amazon.com/gp/profile/amzn1.account.AFPZYI4EQNIKMUT4XCZOVYWUMSFA/ref=cm_cr_arp_d_pdp?ie=UTF8,This product stopped working within a week of having it. I was refunded my money but I¡¯d rather have a working mouse.
251,Amazon Customer,4,Four Stars,https://www.amazon.com/gp/profile/amzn1.account.AEY2YA2CTLGOZMF73FACRYRJHOZA/ref=cm_cr_arp_d_pdp?ie=UTF8,"Amazing fantastic and I love them!
Just the batter doesn't last too long and dies with almost no warning"
252,PATRICIA Firth,3,Three Stars,https://www.amazon.com/gp/profile/amzn1.account.AESIIC3N23J35DJPA64DSSWZLQOA/ref=cm_cr_arp_d_pdp?ie=UTF8,Small
253,PATRICIA Firth,3,Three Stars,https://www.amazon.com/gp/profile/amzn1.account.AESIIC3N23J35DJPA64DSSWZLQOA/ref=cm_cr_arp_d_pdp?ie=UTF8,Small
254,Marilyn Z. Cheek,5,They arrived on time and in perfect condition.,https://www.amazon.com/gp/profile/amzn1.account.AFGV47CFXVZXC6KHCWSI3NGYTKZA/ref=cm_cr_arp_d_pdp?ie=UTF8,These dental tools were exactly what I was looking for: high quality steel suitable for different functions packaged in a compact case. They arrived on time and in perfect condition.
256,Rachell Diotaiuti,3,It does have great sound quality---,https://www.amazon.com/gp/profile/amzn1.account.AHJHWKATDU6X7SSODUKEAH6YULFA/ref=cm_cr_arp_d_pdp?ie=UTF8,Plug for ears uncomfortable- one stays in the other does not. It does have great sound quality---
257,joj,5,Five Stars,https://www.amazon.com/gp/profile/amzn1.account.AGPND3LS2NMO4GA45QV3J5XIJKKQ/ref=cm_cr_arp_d_pdp?ie=UTF8,Love it. Works great. Easy to pair
258,Marty d'Fried,4,"Good range and sounds good, but kind of big",https://www.amazon.com/gp/profile/amzn1.account.AGVXRJAQJNQQPHKULQYJVUPCBLOA/ref=cm_cr_arp_d_pdp?ie=UTF8,"These work very well, sound good, and have a very good range.  The only negative I have found is that they are too big, and so are not easy to carry around.  If you have a backpack or large purse, I guess it's OK, but otherwise they are mainly only good for a single location.
I was surprised once when I was listening to streaming music, and walked away from my phone (Nexus 5X) to another room in the house, and there were no interruptions."
259,lorna johnson,5,Five Stars,https://www.amazon.com/gp/profile/amzn1.account.AGLMKZ3HYUOXCRDI5TTKTBBSBRTA/ref=cm_cr_arp_d_pdp?ie=UTF8,Product arrived on time and as described. THANK YOU!
260,Denice,5,Great for listening to my audio books,https://www.amazon.com/gp/profile/amzn1.account.AG3CRLSHK3C2CJVRLOWOAL54G7JA/ref=cm_cr_arp_d_pdp?ie=UTF8,"Great for listening to my audio books.  Meditations at night and sleeping tones. No ear discomfort, no crackling sounds, love the volume control, great for phone calls.  Will buy again.  I purchased for $9.99 and the price is going up."
261,Lane A.,4,Very nice,https://www.amazon.com/gp/profile/amzn1.account.AHEYSJCRHJFHTOZCVPHEY3MZUYNA/ref=cm_cr_arp_d_pdp?ie=UTF8,very good quality in build and performance. they do exactly what they claim. they do a great job of blocking outside noise. I would give five stars if they were just a little more comfortable to wear on long calls.
262,MDO - NJ,1,Returned Right Away,https://www.amazon.com/gp/profile/amzn1.account.AHRH62FGEDFCZSW3MGY3YY5RK7UA/ref=cm_cr_arp_d_pdp?ie=UTF8,"Had to send this right back -- unit would not charge.  Given recent experiences with this type of vacuum from a couple of manufacturers, I've given up on the whole cordless category.  All vacuums in my house now have cords and I am much happier because of it :)"
263,Teri S Hinman,4,Hose is cheap but the vacuum is great.,https://www.amazon.com/gp/profile/amzn1.account.AFG257WRPHHBLKEY4XH3SXEABKXA/ref=cm_cr_arp_d_pdp?ie=UTF8,"The hose is extremely cheap but the vacuum works great picking up small bits of material and thread from the sewing mess I leave.  The filter being washable is a plus.  When it became dirty with lint etc. I just used the lint brush from my sewing machine and it cleaned out fine.  Don't try to unscrew the filter, grab the bar and pull and it comes right out.  I would buy it again.  Shipping was extremely fast.  It works very well without the hose also.  A selling plus for me is that it rechargeable so I don't have to crawl under my work table to plug it in every time I want to use."
264,Ashton,5,Five Stars,https://www.amazon.com/gp/profile/amzn1.account.AHCHAKW4LRVWSWQNQDWQPKCDZFUQ/ref=cm_cr_arp_d_pdp?ie=UTF8,"Works great! Great sound, connects quickly."
265,Joshua Driggs,5,"Super easy to mount, dim-mode makes them useful all night long.",https://www.amazon.com/gp/profile/amzn1.account.AG7MMFBPZHDJ6A5XATGZJ5Y6XEEA/ref=cm_cr_arp_d_pdp?ie=UTF8,"These work great for filling in light in places where typical flood lights don't reach. Installing them just takes one screw and a few seconds.
I installed them in areas where my normal house motion lights left a huge shadow. I selected the ""dim"" always on feature, and the do stay on all light. The motion activation is sensitive enough to allow the lights to come up just when you reach the usable area.
They are also great for installing out near a garden or other places where you don't have any power."
266,Larry,4,Great as long as they are away from moving tree limbs,https://www.amazon.com/gp/profile/amzn1.account.AFPCA5KHB5N4OXIWI7ZGZE4UQTVA/ref=cm_cr_arp_d_pdp?ie=UTF8,"I have installed these Litom 24 LED lights in three locations around the outside of my house. They really do the job...and never miss human movement. Unfortunately, they also pick up tree movement. I had to move one because a tree limb kept triggering it when the wind blew strong."
267,Amazon Customer,1,One Star,https://www.amazon.com/gp/profile/amzn1.account.AHHS7JUD2BONR4FB657IJ76OMDUA/ref=cm_cr_arp_d_pdp?ie=UTF8,This Litom Solsar lights not work good at all. Do not buy this one it is bad solsar light
269,Andrew Carter,4,Fine product,https://www.amazon.com/gp/profile/amzn1.account.AHQVULDWZLGPQIXEKM4ZHK3HCORA/ref=cm_cr_arp_d_pdp?ie=UTF8,Fine for casual gaming
270,Mark R.,4,"Easy, quick and useful",https://www.amazon.com/gp/profile/amzn1.account.AE7H2F6RUNBMP2ZZL4DUE2DPUF4A/ref=cm_cr_arp_d_pdp?ie=UTF8,Works easily Between my Dodge Ram pick up truck and my iPhone 8. Very happy with that.
271,Mark R.,4,"Easy, quick and useful",https://www.amazon.com/gp/profile/amzn1.account.AE7H2F6RUNBMP2ZZL4DUE2DPUF4A/ref=cm_cr_arp_d_pdp?ie=UTF8,Works easily Between my Dodge Ram pick up truck and my iPhone 8. Very happy with that.
272,OG,5,I would recommend.,https://www.amazon.com/gp/profile/amzn1.account.AEXIIPQBZ3VZBN7WRYMTEWDRNTAQ/ref=cm_cr_arp_d_pdp?ie=UTF8,So far so good! It holds the charge for days without a need to recharge it.
273,Mike D.,2,Good while it lasts,https://www.amazon.com/gp/profile/amzn1.account.AFR6HAXUMIBDNCSHHOEBQVQX7MAA/ref=cm_cr_arp_d_pdp?ie=UTF8,"It worked well, but after 2 weeks has already stopped working. Now, the light simply flashes and the unit does not respond to any input."
274,Mike D.,2,Good while it lasts,https://www.amazon.com/gp/profile/amzn1.account.AFR6HAXUMIBDNCSHHOEBQVQX7MAA/ref=cm_cr_arp_d_pdp?ie=UTF8,"It worked well, but after 2 weeks has already stopped working. Now, the light simply flashes and the unit does not respond to any input."
275,Julie N.,4,Good price and good product.,https://www.amazon.com/gp/profile/amzn1.account.AEL2WP3TWDWH75VRYWQI3XDG5CEA/ref=cm_cr_arp_d_pdp?ie=UTF8,Does exactly what was told it would do. Great product plug and play ease of use.
276,Julie N.,4,Good price and good product.,https://www.amazon.com/gp/profile/amzn1.account.AEL2WP3TWDWH75VRYWQI3XDG5CEA/ref=cm_cr_arp_d_pdp?ie=UTF8,Does exactly what was told it would do. Great product plug and play ease of use.
277,z-tinman,5,Five Stars,https://www.amazon.com/gp/profile/amzn1.account.AH6IWXAC7FM5MCVUKZJUT4IRO56A/ref=cm_cr_arp_d_pdp?ie=UTF8,Great little gadget
278,z-tinman,5,Five Stars,https://www.amazon.com/gp/profile/amzn1.account.AH6IWXAC7FM5MCVUKZJUT4IRO56A/ref=cm_cr_arp_d_pdp?ie=UTF8,Great little gadget
279,Omni1982,5,Five Stars,https://www.amazon.com/gp/profile/amzn1.account.AGEKMN3KVLGALC3NKXZSLAZHHPGA/ref=cm_cr_arp_d_pdp?ie=UTF8,"Works great, LOVE IT"
280,mahlon newkirk,2,broke,https://www.amazon.com/gp/profile/amzn1.account.AFOTWWDBWNSNJXXPTIMC2YXFKY2Q/ref=cm_cr_arp_d_pdp?ie=UTF8,crap
281,mahlon newkirk,2,broke,https://www.amazon.com/gp/profile/amzn1.account.AFOTWWDBWNSNJXXPTIMC2YXFKY2Q/ref=cm_cr_arp_d_pdp?ie=UTF8,crap
282,Christina Johnson,5,Perfect clarity,https://www.amazon.com/gp/profile/amzn1.account.AE2D64HKPEFK2X6CMSPOY6Q6T3LQ/ref=cm_cr_arp_d_pdp?ie=UTF8,This ear piece is the best one I have ever had. I can hear clearly and everyone can hear me clearly. I would definitely recommend it.
283,Evan Leclerc,5,Highly recommend.,https://www.amazon.com/gp/profile/amzn1.account.AGIXRXLX7NRG43YJVA4JPEC5LF2A/ref=cm_cr_arp_d_pdp?ie=UTF8,Very Durable. High quality. This grinder would cost $40+ in Boston. Highly recommend.
284,Ti,4,A MUST BUY,https://www.amazon.com/gp/profile/amzn1.account.AFIHRHE6QFVKJOQHWEWHAIPMBBSA/ref=cm_cr_arp_d_pdp?ie=UTF8,Love it !!!!!
285,Martin Bastille,5,Five Stars,https://www.amazon.com/gp/profile/amzn1.account.AHP5PU2QKD27JDBX3Z7VAU57OOSA/ref=cm_cr_arp_d_pdp?ie=UTF8,"Price to performance ratio, can't be beat.  If it ever breaks down,  will most likely buy again."
286,Bill Egner,5,Five Stars,https://www.amazon.com/gp/profile/amzn1.account.AHHTMLUPQXX27WLI7TJDLVMDAP5A/ref=cm_cr_arp_d_pdp?ie=UTF8,"No issues yet, but I have only had this product a few days."
287,Cari,5,This product is awful. After removing it one time ...,https://www.amazon.com/gp/profile/amzn1.account.AEJRF7DN7IFUG2OMLZAO4UF6R6XA/ref=cm_cr_arp_d_pdp?ie=UTF8,"This product is awful. After removing it one time and trying to reuse it never sticks. Wiped it down and still doesn¡¯t last. Had a different brand prior to this and never had a problem. I¡¯ll be purchasing that again to replace this.
A replacement was sent and what a HUGE DIFFERENCE."
288,Julie,1,loud noise,https://www.amazon.com/gp/profile/amzn1.account.AGU2CTN57T7HUCOR5A2I3FOCZLHQ/ref=cm_cr_arp_d_pdp?ie=UTF8,"I don't like this diffuser so much. I used it for quite a while. It was working fine but all the sudden, there has noises coming from this diffuser. Especially when my husband and I went to sleep. There has some noises like boiling . It disturb my sleeping."
289,Sheila,5,Five Stars,https://www.amazon.com/gp/profile/amzn1.account.AEVAFQT4G677ZLQPJGNGNDDW2SPA/ref=cm_cr_arp_d_pdp?ie=UTF8,Husband very happy he uses for work he drives a lot.
290,Sheila,5,Five Stars,https://www.amazon.com/gp/profile/amzn1.account.AEVAFQT4G677ZLQPJGNGNDDW2SPA/ref=cm_cr_arp_d_pdp?ie=UTF8,Husband very happy he uses for work he drives a lot.
291,valued customer,5,Five Stars,https://www.amazon.com/gp/profile/amzn1.account.AEDRFOIY6IFY7DWSPRRNGEFIFE2Q/ref=cm_cr_arp_d_pdp?ie=UTF8,"I drive truck and it works great, love it"
292,valued customer,5,Five Stars,https://www.amazon.com/gp/profile/amzn1.account.AEDRFOIY6IFY7DWSPRRNGEFIFE2Q/ref=cm_cr_arp_d_pdp?ie=UTF8,"I drive truck and it works great, love it"
293,Amazon Customer,1,NOT HAPPY!!!!,https://www.amazon.com/gp/profile/amzn1.account.AH3OUEMQG3CUC2R7SYOCX56753WA/ref=cm_cr_arp_d_pdp?ie=UTF8,Very disapointed headpiece broke after 3 months use would not buy again
294,Amazon Customer,1,NOT HAPPY!!!!,https://www.amazon.com/gp/profile/amzn1.account.AH3OUEMQG3CUC2R7SYOCX56753WA/ref=cm_cr_arp_d_pdp?ie=UTF8,Very disapointed headpiece broke after 3 months use would not buy again
295,Bryan J Halcott,5,Five Stars,https://www.amazon.com/gp/profile/amzn1.account.AGUDCQUYBOUPQVYGFLBBFKJ5XUBA/ref=cm_cr_arp_d_pdp?ie=UTF8,working well so far
296,Amazon Customer,1,Garbage,https://www.amazon.com/gp/profile/amzn1.account.AGZ7M2CWT7IYB4LGREVVGPX3WY7Q/ref=cm_cr_arp_d_pdp?ie=UTF8,Used it less than a month and it's already not holding my phone any longer
297,Nick M,5,An exceptionally good headset.,https://www.amazon.com/gp/profile/amzn1.account.AF7FIEP7UQPX7DUFNT6QPLLEQTUA/ref=cm_cr_arp_d_pdp?ie=UTF8,"Works well. The sound is good quality, and it worked immediately when I plugged it in to my Windows 10 computer. The quality of the microphone is very good as well."
298,Amazon Customer,5,Five Stars,https://www.amazon.com/gp/profile/amzn1.account.AHIHLRYYPPPFZJMXRETTGZDWJDYQ/ref=cm_cr_arp_d_pdp?ie=UTF8,I¡¯m very pleased as always
299,Teresa Tennant,5,Five Stars,https://www.amazon.com/gp/profile/amzn1.account.AGFFO7XQP7IG3WHLCWITM5IQUFEQ/ref=cm_cr_arp_d_pdp?ie=UTF8,Amazing!  Love it!
300,Mandy205,5,Five Stars,https://www.amazon.com/gp/profile/amzn1.account.AH3IN2XAHFGXP7OQGUAZGH5KOAMA/ref=cm_cr_arp_d_pdp?ie=UTF8,Very sturdy. Multiple brush heads make it versatile.
